system:index,month,temperature,year,.geo
20160813,8,14.0643477,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160814,8,14.63891187,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160815,8,14.742066,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160816,8,14.02887314,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160817,8,14.68412482,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160818,8,14.63987251,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160819,8,14.61588584,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160820,8,15.49757566,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160821,8,15.20638111,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160822,8,15.0989379,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160823,8,14.76825618,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160824,8,14.73879482,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160825,8,13.90933521,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160826,8,13.62923781,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160827,8,14.24957248,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160828,8,14.35561273,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160829,8,14.16236932,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160830,8,13.83682376,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160831,8,14.12134965,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160901,9,13.35467509,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160902,9,14.547558,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160903,9,14.10106681,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160904,9,14.33554961,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160905,9,14.6482868,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160906,9,14.75934644,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160907,9,15.29435784,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160908,9,15.06580617,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160909,9,15.40534688,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160910,9,15.86439871,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160911,9,15.15944592,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160912,9,15.35255827,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160913,9,15.79270732,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160914,9,15.13807445,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160915,9,15.62422261,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160916,9,15.75508861,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160917,9,15.87208919,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160918,9,15.80441562,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160919,9,15.15681628,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160920,9,15.1709927,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160921,9,14.97578128,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160922,9,15.55203246,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160923,9,16.47951303,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160924,9,16.10272802,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160925,9,15.18762308,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160926,9,15.45252331,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160927,9,15.08247675,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160928,9,15.82411105,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160929,9,15.59588831,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160930,9,15.72921725,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161001,10,15.30135277,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161002,10,14.78498126,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161003,10,15.54641212,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161004,10,15.67327398,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161005,10,15.59418887,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161006,10,16.54598719,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161007,10,16.95745291,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161008,10,17.13778855,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161009,10,17.36550691,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161010,10,16.38114797,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161011,10,16.24809872,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161012,10,16.66185289,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161013,10,16.61254745,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161014,10,16.36944794,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161015,10,16.72757166,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161016,10,16.97449934,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161017,10,16.74179445,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161018,10,16.52296245,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161019,10,16.66351053,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161020,10,16.08105529,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161021,10,16.39764657,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161022,10,15.75314471,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161023,10,15.19448156,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161024,10,15.60608754,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161025,10,15.48994737,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161026,10,16.69272094,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161027,10,16.62551468,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161028,10,15.20376605,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161029,10,16.16514174,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161030,10,16.89920239,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161031,10,16.61390757,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161101,11,17.04543473,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161102,11,15.89232626,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161103,11,16.13321996,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161104,11,16.23740094,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161105,11,15.38206705,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161106,11,15.90266682,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161107,11,16.54600859,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161108,11,15.77223118,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161109,11,16.58192195,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161110,11,15.05483942,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161111,11,16.2051637,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161112,11,15.85495527,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161113,11,16.11230643,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161114,11,16.11828613,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161115,11,15.69908295,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161116,11,14.87179013,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161117,11,15.19977587,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161118,11,14.95778366,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161119,11,15.04754875,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161120,11,15.23499236,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161121,11,15.28485318,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161122,11,15.08350601,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161123,11,15.35736294,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161124,11,14.69840957,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161125,11,15.15825512,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161126,11,15.38809496,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161127,11,15.7610467,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161128,11,16.32825909,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161129,11,16.50337626,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161130,11,16.07924654,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161201,12,16.34289124,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161202,12,16.24616023,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161203,12,15.93230055,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161204,12,14.70708125,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161205,12,14.98968731,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161206,12,15.38650096,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161207,12,16.24781227,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161208,12,16.53752633,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161209,12,16.8210754,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161210,12,16.39614243,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161211,12,16.69852551,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161212,12,15.93441312,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161213,12,16.38057215,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161214,12,16.06770472,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161215,12,16.62200838,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161216,12,17.22653456,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161217,12,16.49086178,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161218,12,16.51788585,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161219,12,16.34256479,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161220,12,16.44750649,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161221,12,16.88009012,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161222,12,16.24775592,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161223,12,16.49354221,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161224,12,15.91418555,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161225,12,16.21666168,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161226,12,16.61584739,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161227,12,17.05368938,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161228,12,18.00224207,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161229,12,17.02734127,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161230,12,16.96667376,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161231,12,16.70054046,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170101,1,17.25389938,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170102,1,16.89282029,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170103,1,17.35011746,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170104,1,16.64721715,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170105,1,16.87438262,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170106,1,17.01899359,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170107,1,17.53384601,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170108,1,17.78381405,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170109,1,17.93811005,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170110,1,17.20882085,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170111,1,16.00181754,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170112,1,16.00480891,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170113,1,17.07418179,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170114,1,17.33547239,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170115,1,17.86916114,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170116,1,17.12721267,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170117,1,16.56673155,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170118,1,17.32524563,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170119,1,17.62777286,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170120,1,17.82821326,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170121,1,17.95362145,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170122,1,17.47634842,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170123,1,17.3815738,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170124,1,17.68014763,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170125,1,18.05968224,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170126,1,17.94901835,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170127,1,18.02136923,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170128,1,18.37701253,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170129,1,16.77759844,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170130,1,17.21597218,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170131,1,16.40446801,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170201,2,16.91633955,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170202,2,17.58091019,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170203,2,17.89219159,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170204,2,17.30066115,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170205,2,17.25286143,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170206,2,17.51770481,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170207,2,18.2581442,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170208,2,18.84200866,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170209,2,18.07967828,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170210,2,18.42818783,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170211,2,18.63518647,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170212,2,19.1260519,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170213,2,19.31737603,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170214,2,19.14834527,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170215,2,18.68564166,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170216,2,17.62743155,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170217,2,16.31416967,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170218,2,17.56928732,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170219,2,16.3137711,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170220,2,16.13090976,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170221,2,16.92967114,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170222,2,16.08516799,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170223,2,17.78164892,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170224,2,18.32052917,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170225,2,17.67974695,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170226,2,18.1701986,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170227,2,17.64570175,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170228,2,18.15730195,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170301,3,17.19067042,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170302,3,18.31939659,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170303,3,18.72560204,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170304,3,17.81554555,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170305,3,18.77049924,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170306,3,18.72819613,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170307,3,19.173342,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170308,3,18.92331868,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170309,3,18.94368185,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170310,3,19.10969676,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170311,3,18.64002471,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170312,3,18.32381556,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170313,3,19.24387644,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170314,3,19.61294258,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170315,3,19.05210406,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170316,3,19.18907508,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170317,3,17.97268434,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170318,3,19.61490131,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170319,3,19.54812407,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170320,3,19.3014525,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170321,3,19.54984163,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170322,3,19.26210985,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170323,3,19.28673097,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170324,3,19.87252649,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170325,3,18.85111238,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170326,3,18.31993587,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170327,3,18.46180849,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170328,3,18.39287703,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170329,3,18.29452415,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170330,3,18.11462078,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170331,3,18.38420837,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170401,4,19.05070625,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170402,4,19.30035672,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170403,4,19.25851802,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170404,4,19.33498348,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170405,4,19.35273169,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170406,4,17.00588655,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170407,4,16.52350564,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170408,4,16.45018261,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170409,4,17.82957045,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170410,4,17.69134769,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170411,4,18.35719693,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170412,4,18.69366256,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170413,4,18.65432542,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170414,4,18.45946657,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170415,4,19.7160741,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170416,4,19.07391785,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170417,4,17.90551168,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170418,4,16.65723719,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170419,4,16.92549939,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170420,4,17.38668567,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170421,4,17.73791088,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170422,4,17.36268148,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170423,4,17.52279733,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170424,4,17.30755679,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170425,4,16.80221478,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170426,4,17.30897418,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170427,4,17.01732468,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170428,4,18.11225453,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170429,4,16.63371335,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170430,4,16.08785528,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170501,5,15.07575667,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170502,5,15.3473235,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170503,5,16.26667148,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170504,5,16.51121229,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170505,5,16.33273378,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170506,5,16.19884142,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170507,5,17.22813126,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170508,5,16.71939623,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170509,5,16.81502951,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170510,5,16.04871127,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170511,5,16.55523272,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170512,5,16.2041638,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170513,5,16.25588697,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170514,5,16.18008621,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170515,5,16.31055164,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170516,5,16.18846916,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170517,5,16.24965274,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170518,5,16.06951405,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170519,5,16.33188338,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170520,5,16.81067791,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170521,5,16.5527496,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170522,5,16.3583883,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170523,5,16.46440174,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170524,5,17.06927395,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170525,5,17.53212595,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170526,5,17.65607014,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170527,5,17.22749007,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170528,5,15.23721998,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170529,5,15.46895962,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170530,5,15.50481668,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170531,5,15.77683671,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170601,6,16.05956137,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170602,6,17.1523168,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170603,6,16.63321085,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170604,6,16.86390394,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170605,6,17.30425295,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170606,6,17.49973972,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170607,6,17.31006897,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170608,6,17.46051786,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170609,6,17.17095621,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170610,6,17.11177978,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170611,6,16.58252451,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170612,6,16.62733745,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170613,6,16.57957887,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170614,6,16.61372151,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170615,6,16.15044628,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170616,6,15.72615169,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170617,6,16.00211499,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170618,6,16.20037869,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170619,6,15.82198861,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170620,6,16.00646198,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170621,6,16.2684539,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170622,6,16.19804935,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170623,6,15.66712903,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170624,6,15.77589418,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170625,6,16.13301005,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170626,6,15.67197535,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170627,6,15.92778228,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170628,6,16.17043304,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170629,6,15.38123,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170630,6,15.51134845,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170701,7,15.32929675,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170702,7,15.55740187,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170703,7,14.34472234,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170704,7,13.85368573,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170705,7,15.01646856,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170706,7,14.98120087,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170707,7,15.04236983,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170708,7,14.6890815,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170709,7,15.30774681,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170710,7,15.23071527,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170711,7,15.75511655,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
